title,content,date,source,id,keyword/weight
雅鲁藏布江色东普沟冰崩碎屑流演化特征及成因机理研究,"冰崩碎屑流是高寒山区斜坡上的冰川在重力作用下发生崩滑,经势能转化为动能、解体、铲刮下部松散物质一起运动而形成的一种高速远程且内部结构极为复杂的特殊流体,具有速度快、滑程远、常转向和高致灾等特点,不仅会对沿途地区造成毁灭性灾害,而且往往容易堵塞干流形成堰塞湖,引发更大的次生灾害。随着全球气温普遍升高,青藏高原地区冰川退化严重,冰川泥石流、冰湖溃决、冰崩等灾害频发,造成了严重的人员财产损失,引起了国内外学者的广泛关注。2018年10月17、29日雅鲁藏布江下游色东普沟连续发生了两次大规模冰崩碎屑流堵江事件,对沿线居民和下游重大水利设施造成了严重威胁。因此研究色东普沟冰崩碎屑流的演化特征、影响因素与成因机理,对保障雅鲁藏布江沿线人民群众的人身财产安全有着重要意义,同时也可为青藏高原其他地区,尤其是川藏铁路、川藏公路沿线类似灾害的防治提供参考。本文以雅鲁藏布江下游色东普沟为研究对象,首先,通过多源多时相遥感影像分析了色东普沟历史冰崩碎屑流事件;其次,通过解译和对比分析历史遥感影像,研究了色东普沟冰崩碎屑流的演化特征;最后,利用气温、降雨、地震数据和多时相高精度数字高程模型数据,分析了色东普沟冰... ",2019/4/1,成都理工大学,cnki34629,"泥石流,地震,冰湖溃决,冰崩|0.1111111111111111,0.1111111111111111,0.1111111111111111,0.6666666666666666"
西藏土地荒漠化遥感监测,"应用RS与GIS技术,利用1976年的MSS数据和2000年TM遥感数据,对西藏境内的荒漠化土地现状与动态变化进行监测研究,并对其时空演变特征进行了分析。结果表明,西藏荒漠化土地面积2000年为29.08×104km2,占总面积的24.28%,其中沙质荒漠化土地面积为24.99×104km2,占20.86%。1976年荒漠化总面积为27×104km2。由1976~2000年间,荒漠化土地总面积增加了20 764.67 km2,共增长7.69%,年增长率为0.32%。同时,土地荒漠化程度明显加重,重度沙质荒漠化土地面积增加了315.87%。 ",2007/9/15,地球科学与环境学报,cnki3463,荒漠化|1.0
低温环境下直埋热力管道管土相互作用研究,"近年,随着南方严寒冰冻天气的不断出现,沿海城市的管道问题不断突出。尤其在冬季,土体在经历持续低温环境时往往会形成瞬时冻土层。瞬时冻土层的形成和解冻将直接导致管周温度场的改变,继而引发管道的脆性破坏或管身冻胀融沉变形。同时,管道运行携带的温度同样会引发管周土体温度场的变化,导致管周冻土解冻,引发土表场地的破坏。为此,本文首先通过大型模型试验的手段,研究管周土体在冻结和融化工况下,管周土体及管身物理力学特性。其次,基于西原模型考虑管周冻土中未冻水存在而产生的渗透压力,推导出管身及管周不同位置处冻结土体的应力和位移解。最后,结合有限元分析方法,对模型试验工况进行模拟。将模型试验结果、理论计算结果和有限元计算结果进行参数拟合,分析在低温环境下管道及管周土体的物理力学特性,主要内容包括:（1）依据宁波地区饱和软黏土为研究对象,探讨由常温状态至冻结状态过程中管土的物理力学特性。研究将冻结管及试验油管的温度分别设为-10℃和20℃,继而在土表分两次施加5k Pa荷载。观察由管周土体温度降低引发相变过程中,管道及管周土体的热力学特性。结果表明:（1）在土体冻结初期,土中温度急剧降低,当达到相变温度后,... ",2020/6/30,宁波大学,cnki34631,冰冻|1.0
东北地区致洪暴雨天气分型及典型过程分析,"东北地区是我国重要的工业基地,农业、林业、畜牧业等也很发达,区域内虽河流众多,但水资源总体仍缺乏。区域内多属于夏雨集中区或夏秋雨区。造成强降水的天气系统多种多样,降水的时间和空间分布也都很不均勾,因此又多有洪淸灾害发生。如何最大限度的减少洪榜灾害、有效利用雨洪水资源,做好致洪暴雨的预报十分重要,这其中致洪暴雨天气分型又是暴雨预报的基础,也是本文的研宄重点之一。结合国家自然科学基金项目“灾害性天气暴雨洪水过程演化与防洪分类调度方法研究”,研究东北地区致洪暴雨天气分型及典型过程分析,主要研究成果如下:（1）选取浑江流域1971—2010年共40年面雨量资料,1991一2010年共20年东亚地面天气图资料,在克服以往天气分型中高低空因素划分不清、地面形势不详细等问题的基础上,归纳出东北地区致洪暴雨天气类型及其移动路径。东北地区致洪暴雨的天气形势主要有蒙古气旋、黄河气旋、江（黄）淮气旋、热带气旋（台风）、东北低压、低压倒槽6种天气类型。大部分都以移入型低压为主,除热带气旋外,其他各型影响频次相当;但是,造成暴雨及以上级别强降水的天气形势主要是低压倒槽和黄河气旋;而且,热带气旋虽然发生的频率不高... ",2015/6/8,大连理工大学,cnki4642,"暴雨,台风,洪水|0.7272727272727273,0.09090909090909091,0.18181818181818182"
C-7位卤代酰基头孢化合物的合成及其抗菌活性研究,"头孢类药物广泛用于感染疾病的治疗。上市头孢药物结构的差别,主要在其C-7位氨基侧链以及C-3位基团的不同。本研究尝试性地选取C-3位基团不同的4种头孢母核,采用C-7位氨基引入简单基团修饰的策略,设计并合成了5个系列25个头孢卤代酰基化分子,测试了抗人致病菌、抗毕赤酵母菌、抗柑橘溃疡病菌及病原真菌的活性。生物活性测试结果表明,大多数分子具有抗人致病菌活性,其中7个化合物,包括TM1f,对8株人致病菌的抑制活性强于或相当于上市药物头孢噻吩、头孢西丁钠和头孢唑肟钠; TM1s抑制柑橘褐斑病菌Al.6的活性强于头孢噻吩,与阳性对照咪鲜胺相当,首次发现头孢类分子具有强抗柑橘病原真菌活性。TM1f和TM1s值得进一步研究。 ",2021/5/31,药学学报,cnki46422,柑橘溃疡病菌|1.0
基于干旱事件过程的农业旱灾风险评估研究——以辽西北为例,"科学地评估旱灾风险是实施旱灾风险管理的核心内容和关键环节。本文从旱灾风险的定义和物理形成过程出发,提出了基于干旱事件过程的旱灾风险评估原理、概念模型,形成了一整套旱灾风险评估技术流程,并以位于我国东北旱灾频发、重发中心的辽西北地区为例开展了应用研究。研究表明,基于干旱事件过程的旱灾风险评估方法具有较强的物理意义,可用于快速预估一定抗旱能力条件干旱可能造成的损失,可为抗旱指挥决策提供技术支撑,具有进一步推广应用的价值。 ",2017/10/15,中国水利水电科学研究院学报,cnki46427,"旱灾,干旱|0.7,0.3"
核苷酸信号受体Clpxoo对水稻白叶枯病菌细胞功能调控作用,"为了阐明水稻白叶枯病菌（Xanthomonas oryzae pv.oryzae,简称Xoo）核苷酸信号途径及其作用机理。本研究对推导的细菌第二信使环鸟苷二磷酸（c-di-GMP）信号受体蛋白Clpxoo进行了基因克隆、序列分析、缺失突变和互补及其相关表型的鉴定。利用Q-RT-PCR方法,定量测定了在△clpxoo突变体中鞭毛基因簇基因和编码过氧化氢酶基因的转录本;利用生物信息学方法,鉴别了启动子具有clpxoo保守识别序列的基因。clpxoo基因序列与大肠杆菌crp和铜绿假单胞菌vfr的同源性较高,与其它几种病原黄单胞菌clp高度保守。Clpxoo是推测的c-di-GMP受体分子,N端具有环化核苷酸cNMP结合结构域（CAPED）,C端具有保守的DNA结合结构域（HTHCRP）,通过结合靶基因启动子区域、激活基因的转录。与野生型菌株PXO99A相比,△clpxoo的运动性、胞外多糖产生能力和对H2O2的抗性均显著降低,基因互补可使之部分恢复;△clpxoo胞外酶产生和对烟草致... ",2008/11/1,第四届中国植物细菌病害学术研讨会论文集,cnki46428,水稻白叶枯病菌|1.0
基于卫星监测的湖南省林火时空分布规律研究,"监测预报和挖掘发现林火发生的时空规律是森林防火工作的基础,本研究主要利用中国森林防火网2007—2017年卫星林火监测数据,借助时空立方体热点分析模型,研究发现湖南省近10年林火的时空分布规律和发展趋势;自2007年起的11年间共发生林火15 536起,主要集中在10月至次年4月,占累计总数的87.2%,属湖南省重点森林防火时段;热点分析发现冷点即林火低频区域8 799个、暖点即林火高频区域6 660个,整体火情呈下降趋势,林火热点区域集中在衡阳南部、郴州东北部以及永州中南部地区;相较于2001—2008年湖南省林火分布规律的报道可见,常德市石门县、湘西州以及张家界市的林火发生频率明显减少。 ",2018/7/4,中南林业科技大学学报,cnki59796,林火|1.0
1961—2010年湘中地区气候极值与农业气候指标动态变化趋势,"利用湘中地区1961—2010年气象站逐日观测数据资料,选取与农作物密切相关的气候极值和农业气候指标,采用统计检验、趋势分析和Mann-Kendall突变检验等的方法,分析了湘中地区农业水热气候条件和气候极值,进而研究主要农业气候指标的变化倾向。研究发现:湘中地区1961—2010年,水热资源总体呈增加趋势;年强降水量呈增大趋势,尤其以夏季强降水量增加最为明显,表明夏季洪涝灾害的威胁加大;最高（低）气温阈值的变化表明极端高（低）温均呈缓解趋势,及其出现的天数减少,说明由极端气候引起高温热害、低温冷害等气象灾害发生的可能性减小;≥0℃和≥10℃积温分别在1997年和2000年开始突变,上升趋势明显,表明湘中地区有效热量资源在增加;霜冻日数呈减小趋势,说明霜冻危害发生的风险在减小。这对确定合适的农业气候指标值和促进农业生产有重要的指导意义。 ",2018/8/29,中国农学通报,cnki59797,"洪涝,霜冻,高温|0.25,0.5,0.25"
分离自棉花的轮枝菌“种”的鉴定,"【目的】已知引起植物萎蔫病的轮枝菌有5个""种"",本研究旨在澄清在中国引起棉花黄萎病的轮枝菌的""种""类。【方法】从中国12个省84个县分离获得310个轮枝菌菌株,采用生物学性状观察和分子鉴定相结合的方法,对其进行""种""的鉴定。【结果】298株均产生黑色微菌核和轮枝状分生孢子梗,为典型的大丽轮枝菌,另有12个菌株培养性状较为特殊（不产生微菌核,出现黑色菌丝或厚壁孢子）,经温度敏感试验、PCR特异扩增及ITS序列进一步鉴定,2株被确定为变黑轮枝菌,其它10株被确定为大丽轮枝菌,没有出现黑白轮枝菌。【结论】在中国三大棉区,棉花黄萎病主要是由大丽轮枝菌引起的。但在长江流域和黄河流域棉区均分离到1株变黑轮枝菌,其在棉花黄萎病发生过程中的作用及其与大丽轮枝菌的互作还有待进一步研究。 ",2013/5/16,中国农业科学,cnki59798,"黑白轮枝菌,大丽轮枝菌|0.2,0.8"
基于多模型集合预测尖萼红山茶物种分布,"气候是影响生物多样性和物种分布的一个重要因素,近年来由于温室气体的大规模排放,气候正在快速的发生变化,对植物的分布影响巨大。研究采用山茶科山茶属尖萼红山茶（CamelliaedithaeHance.）作为研究对象,通过实地考察和网上查阅获取其分布数据,从世界气候网站和兰州寒区旱区科学数据中心获取环境变量,结合R语言、Erdas和ArcGIS等软件对其当前和将来（2070）的分布区进行模拟并得出置信度和计算其面积变化和质心变化。研究结果表明,AUC值均大于0.9,属于非常好的预测,影响其分布的主要因子是Bio01（年平均温度）、Bio04（温度季节变化）、Bio15（降水量变异系数）和Bio03（昼夜温差与年温差比值）。在四种二氧化碳排放情景下（RCP2.6、RCP4.5、RCP6.0及RCP8.5）所进行的预测均表明尖萼红山茶的分布面积均有收缩,且收缩面积随着碳排放程度的加剧而增加,且最大收缩面积占总面积的80%。通过对该物种质心变化的预测中发现,其总体呈现向北部迁移的趋势。通过本次的预测发现气候变化在未来可能对尖萼红山茶的生存威胁很大。 ",2020/3/15,生态科学,cnki598,气候变化|1.0
中国植被物候研究进展及展望,本文围绕气候变化背景下的中国植被物候研究，梳理了植被物候对气候变化的响应机制，分析了中国植被物候变化对陆地生态系统碳、水和能量循环的影响，植被物候变化对局地气候的反馈机制以及通过大气环流对气候系统的影响.主要结论：1)中国植被生长季开始日期提前1～6 d·（10 a）–1，结束日期推迟2～5 d·（10 a）–1，生长季显著延长；2)中国中高纬度地区植被对温度的响应明显高于亚热带和热带地区，温度在控制植被物候的过程中起到多重作用，降水主要影响干旱和半干旱地区的植被物候；3)植被生长季延长增加陆地生态系统生产力，增加中国碳汇；4)植被物候变化改变植被的蒸散发量，从而改变我国的流域尺度河流径流；5)在中国大部分地区，植被物候变化对气候系统产生负反馈作用，甚至影响大气环流过程.中国植被物候的研究越来越多，但仍存在亟待解决的科学问题，比如未来中国植被物候研究需要更加关注遥感数据反演精度，明确物候响应气候变化机制的尺度效应，结合机器学习等智能算法改进物候模型提高物候模拟精度，并重视农作物物候，加强物候与森林管理结合研究以提高我国生态系统碳汇能力，积极面... ,2022/6/15,北京师范大学学报(自然科学版),cnki62383,"物候变化,干旱,气候变化|0.4444444444444444,0.2222222222222222,0.3333333333333333"
关于西部地区沙漠化治理的思考——以甘肃省古浪县为例,"西部大开发战略,即要加快西部地区社会经济的发展,这是一个振兴中华民族的宏伟任务,而生态环境退化和土地沙漠化将严重影响着西部大开发的脚步.作为西部山区的古浪县,虽然结合自身实际环境和条件,采取了一系列有效的造林治沙措施,并取得一定成效,但防沙治沙工作仍不可停滞不前,必须充分认识治理工作的急迫性与重要性,努力改善西部生态环境,为西部大开发做好一个生态基础与保障. ",2013/7/10,赤峰学院学报(自然科学版),cnki62384,沙漠化|1.0
有无内生真菌的苇状羊茅对三叶草萌发和幼草生长的毒素抑制效应,"有关苇状羊茅（Festuca arundinacea Schreb）与三叶草属植物间毒素抑制现象已有报道结果并不一致。许多苇状羊茅的植株侵染内生真菌（Acremonium coenophialum Morgan-Jones＆Gams）,这可能是造成研究结果不一致的部分原因。在研究无内生真菌的苇状羊茅（TF—E）和有内生真菌的苇状羊茅（TF+E）的种子浸出液对5种三叶草种（Trifolium）的种子萌发和幼苗生长（包括枝条、根和根毛的密度）的影响,这5种三叶草分别是:球三叶（T.nigrescens Viv）、绛三叶（T.incarnatum L.）、红三叶（T.pratense L.）、地三叶（T.subterraneum L.）和白三叶（T.repen L.）苇状羊茅不同的三叶草种种子萌发所表现出的毒素抑制效应也不相同。虽然苇状羊茅是否有内生真菌对三叶草种子的萌发没有影响,但球三叶、绛三叶和红三叶的种子在苇状羊茅种子浸出液中的萌发率显著下降。不同的三叶草种的枝条和根的长度反映出不同的毒素抑制效应。用苇状羊茅浸出液处理的三叶草幼枝条的长度显著增加,但根的长度显著降低。由根毛长度和密度表... ",1998/11/15,国外畜牧学(草原与牧草),cnki6239,苇状羊茅|1.0
沿海场点地震海啸危险性概率分析,"地震危险性分析工作在我国已趋于成熟,而海啸危险性分析则刚刚起步。论文从介绍海啸危险性分析的基本原理和步骤出发,基于数值模拟技术,针对我国南部沿海的大鹏湾附近场点开展地震海啸危险性概率分析,给出了超越概率曲线,为实现我国沿海地区地震海啸危险性区划图具有一定参考意义。 ",2014/8/15,地震工程与工程振动,cnki62390,"地震,海啸|0.42857142857142855,0.5714285714285714"
基于三段洪水特征的调洪增发电量计算方法,"充分应用水电站的调蓄特点可以合理利用洪水增加发电效益,但没有统一有效的洪水增发效益评价方法,为此,根据洪水涨落过程特点,提出一种基于三段洪水特征的调洪增发电量（PGIOFD）的概念与计算方法。根据水位及流量的涨落特征将场次洪水过程划分为涨水段、洪峰段和退水段3个阶段;分别按水位不变、按预想出力、按均匀降库容3种规则对三阶段进行发电计算,以确定无优化措施下的基准过程及发电量;将该电量与实际调度电量进行比较得到调洪增发电量。以乌江流域大花水电站2008—2018年的29场洪水为例,结果显示其中充分利用洪水资源的有26场,累计PGIOFD为128.38 GW·h,验证了该方法可以有效地应用于洪水过程分析和洪水调度评价。 ",2021/1/14,电力自动化设备,cnki62392,洪水|1.0
丽江市2次冰雹过程雷达回波特征对比分析,"针对2008年6月9日和9月18日2次丽江市城区冰雹过程,利用多普勒天气雷达资料进行详细对比分析;①发现触发丽江冰雹的环境风场;②总结强度场中塔状积云阶段、成熟阶段、消亡阶段回波及垂直剖面特征;③分析最强时段回波速度场中各仰角层间的入流、出流情况;④用雷达二次产品特征进行检验,诊断风暴的强弱.最终形成丽江周围发生强对流风暴的预警方法,为日后指导强对流天气过程的预报和预警打下基础. ",2011/7/15,云南大学学报(自然科学版),cnki6470,冰雹|1.0
广东省海丰县地质灾害易发分区评价研究,"通过对海丰县地质环境条件、地质灾害发育特征等进行详查调查,确定地质灾害影响因子,用层次分析法,结合研究区的实际情况,采用定量和传统定性分析结合的方法,对研究区地质灾害易发性进行分区划分,以此来指导地质灾害防治工作。 ",2021/5/25,世界有色金属,cnki64700,地质灾害|1.0
辽东山区森林鼠害防治技术的研究,"辽东山区近年来森林鼠害的连续发生,影响了该地区林木的正常生长。通过多年的鼠害防治,系统研究了林区害鼠的种类及习性、危害特点、天敌等。分析探讨了森林鼠害发生的原因及规律。提出了治理辽东山区森林鼠害工作应遵循的基本途径。 ",2015/12/15,中国林副特产,cnki64701,鼠害|1.0
基于模型的蓝藻生物钟昼夜节律的非线性特性研究,"依据蓝藻生物钟昼夜节律的生理实验结果和非线性动力学理论,构建了其非线性动力学模型,并利用Matlab软件求出其核心振荡器调控蛋白KaiABC等的相互作用关系,获得各蛋白分泌随时间变化的数值解,且与已有实验数据结果一致,说明理论模型是合理的. ",2019/3/20,东北师大学报(自然科学版),cnki64703,蓝藻|1.0
海平面上升背景下黄浦江极端风暴洪水危险性分析,"黄浦江流域是典型的风暴洪水脆弱区。随着气候变化和海平面上升,未来该区域可能遭受更为严重的灾害影响。从海平面绝对上升、构造沉降和压实沉降三个方面预测了2030年和2050年该区域海平面相对上升值为170 mm和390 mm。在此基础上,结合最大天文潮位值和最大风暴增水值,估算了2030年和2050年极端风暴洪水位将分别达到7.17 m和7.39 m。基于高精度洪水数值模型开展了2030和2050年两种极端风暴洪水情景模拟,结果显示黄浦江两岸地区均可能被淹没,上游地区较中下游地区受淹将更为严重。进而提出未来研究中需重点关注不确定性分析、防汛墙溃堤淹没情景分析和风暴频率—强度变化等领域。 ",2013/12/15,地理研究,cnki64706,"大风,洪水,海平面上升,气候变化|0.14285714285714285,0.5714285714285714,0.14285714285714285,0.14285714285714285"
锦州市海上大风监测报警平台设计与实现,"根据锦州市现在气象业务的实际情况,利用Visual Basic语言,在.net4.0框架及SQLServer2008数据库的支持下,开发了锦州市海上大风监测报警平台。该平台可实现锦州沿海地区自动站数据显示、锦州沿海海上风的客观预报方法数据显示、大风预警信号发布情况显示及达到大风预警级别时自动报警功能。该平台的开发有效地提高了锦州市气象台的工作效率,有效地提高我市海上大风预警预报业务水平以及气象灾害预警能力。 ",2019/4/5,电脑知识与技术,cnki64707,大风|1.0
施氮量和土壤含水量对黑麦草还田红壤氮素矿化的影响,"【目标】氮素矿化是决定土壤供氮能力的重要生态过程,养分添加和水分在调节土壤的氮转化方面起着重要的作用。探讨施氮和土壤水分对黑麦草还田过程中土壤氮素矿化的影响有利于进一步优化红壤旱地作物生产的水肥管理。【方法】通过室内培养试验,研究了施氮量（0、60、120 mg/kg）和土壤含水量（15%、30%、45%）对红壤旱地黑麦草还田过程中土壤净硝化量、氨化量和氮矿化量的影响。【结果】土壤含水量15%时,施氮有利于提高黑麦草还田初期土壤净硝化量,施氮量120 mg/kg抑制了黑麦草还田后期土壤硝化作用。在30%土壤含水量时,施氮量120 mg/kg明显抑制了黑麦草还田后期土壤硝化作用。土壤含水量45%抑制了黑麦草还田初期不同施氮水平下土壤净硝化量,但增加了黑麦草还田91 d时土壤净硝化量,且施氮量60 mg/kg下的净硝化量显著高于120 mg/kg水平下的。土壤净氨化量在整个黑麦草还田过程中均为正值,且呈现多次升高-降低的往复动态变化。土壤净氨化量在三种土壤含水量下均表现为施氮条件下的显著高于不施氮处理。土壤含水量的增加有利于提高施氮量120 mg/kg下黑麦草还田初期土壤的氨化作用,但降低... ",2018/3/25,植物营养与肥料学报,cnki72821,黑麦草|1.0
莽山植物物种多样性及其土壤理化性质关系的研究,"以莽山自然保护区研究对象,对植被多样性和土壤理化性质进行分析与测定,旨在揭示莽山自然保护区植被多样性与土壤养分之间的关系,对植被保护和防止水土流失都有重要意义,为莽山植物多样性的保护提供基础资料。研究结果如下：    1.多样性指数随海拔梯度的变化分析    乔木层在七种多样性指数中整体呈现下降的趋势,且变化情况不一:Alatalo均匀度指数峰值是在1462m海拔处,其他的均在545m海拔处最高；Gini指数、Simpson指数在1462～1595m海拔之间变化幅度较大,说明物种个体分布不均匀,优势种较明显。灌木层多样性值除Pielou均匀度指数和Alatalo均匀度指数也是在低海拔数值较高,随着海拔的增加,值逐渐降低；Pielou指数和Alatalo指数在海拔1595m.处出现峰值。草本层在1095m呈现最低值,在高海拔区1595～1896m值波动较大,但物种丰富度在低海拔区值波动较大。    乔、灌、草以及总体相异性系数和Cody指数随着海拔的升高呈现波浪式变化,其中乔木层的相异性系数在0.6471-1.0000之间,说明在在这段海拔区域里,不同海拔梯度的物种组成存在一定的差异,且... ",2011/5/14,湖南农业大学,cnki72822,水土流失|1.0
白腐真菌对水葫芦木质纤维素的降解及其对厌氧发酵产沼气的影响,"随着水体富营养化问题越来越严重,采用水葫芦等水生植物消减水体氮磷等营养化物质成为改善水质的重要措施,而由此产生的大量的水葫芦带来了新的环境问题,若堆积会产生二次污染,亟需进行资源化利用。近年来,能源危机日益加剧,生物质能源的开发成为科技工作者研究的热点。水葫芦有较高的产沼气潜力,利用水葫芦进行厌氧发酵产沼气不仅可以消除水葫芦堆积造成的污染,还可以提供清洁可再生的能源。厌氧发酵产沼气,是水葫芦处置与利用的一个重要技术途径。然而,水葫芦纤维素、半纤维素、木质素的结构和含量是其厌氧发酵产沼气的瓶颈,为了提高沼气产率,需要在厌氧发酵之前对水葫芦进行一定的预处理。本文开展了水葫芦木质纤维素生物预处理技术的研究,并研究其处理对厌氧发酵产沼气的影响,探求水葫芦高效产沼气方法。    以水葫芦为材料,分别接种白腐真菌中的黄孢原毛平革菌（Phanerochaete chrysosporium）和糙皮侧耳（Pleurotus ostreatus）,研究两种真菌对水葫芦木质纤维素的降解情况,同时测定降解木质纤维素的酶的活性及还原糖和有机质含量的动态变化。结果表明：黄孢原毛平革菌和糙皮侧耳两种白腐菌对木质纤维... ",2013/5/1,南京农业大学,cnki72825,"水体富营养化,水葫芦|0.07692307692307693,0.9230769230769231"
气候变化对内蒙古荒漠化草原优势植物物候的影响,"近年来,植物物候已成为全球变化敏感而准确的综合指示器。深入研究区域气候变化对草原优势牧草生长发育的影响和监测草原生态环境变化,对指导当地农牧业生产、作物品种的生态学分类、自然区划或农业气候区划的指标,提供有力的基础理论支持。文章基于内蒙古西部荒漠化草原乌审召和锡林高勒两个牧业气象试验站1983—2009年优势牧草的物候期数据和同期气象数据,在分析年平均气温、年降水量和牧草物候期各指标线性趋势的基础上,研究了气候变化对内蒙古荒漠化草原优势牧草返青、开花与黄枯日期早晚的影响,结果表明:（1）1983—2007年内蒙古荒漠化草原区年平均气温升高明显,气候倾向率在0.34～0.57℃/10a之间,年降水量无显著变化,气候朝着暖干化方向发展。（2）受春季气温和降水的影响,27年间内蒙古荒漠化草原区供试草种中,除乌审召的碱茅返青呈现明显的延后趋势,平均每年延后0.6 d外,大部分牧草发育期呈提早趋势,幅度为0.1～0.6 d/a;研究期间,优势牧草的开花期总体呈提早趋势,其中锡林高勒的霸王和猫头刺开花提早最为显著,二者始花日期平均每年提前0.5 d和1.1 d;在夏末初秋气温和降水的综合影响下,内... ",2013/1/18,生态环境学报,cnki80605,"荒漠化,气候变化|0.6666666666666666,0.3333333333333333"
藏彝走廊藏缅语族民间长诗中的洪水神话：以史诗为例,"""藏彝走廊""作为一个历史—民族群体区域,民族历史文化独具特色,其中藏缅语族民间长诗中史诗负载的洪水神话,文化内涵丰富,所反映的洪水灾难从其原因到选留人种再繁衍人类的内容,是这些民族历史社会生活的折光反映。 ",2020/7/5,文史杂志,cnki80607,"水灾,洪水|0.3333333333333333,0.6666666666666666"
苹果蠹蛾的发生与防治,"＜正＞ 苹果蠹蛾在新疆伊犁地区曾经危害相当严重,它主要以幼虫危害苹果果实。据调查,70年代虫果率分别为:红星7.65％,秦冠8.5％,小国光11.2％,金冠13.5％。我们经过多年观察和室内饲养,摸清了苹果巍蛾的生活习性,并且采取了综合防治措施,到80年代末期使以上品种虫果率下降到:红星0.82％,秦冠0.55％,小国光0.76％,金冠0.53％。现将我区苹果蠹蛾的生活习性、发生规律及综合防治措施简介如下: ",1996/8/15,西北园艺,cnki80610,苹果蠹蛾|1.0
森林病虫害生物防治工作现状及建议,"病虫害问题是森林建设过程中最为重要的影响因素,其严重威胁森林树木的健康生长,因此,需要采取有效的防治措施,控制和减少病虫害对森林树木生长造成的不利影响,从而更好地保护森林资源。在森林病虫害防治过程中,生物防治措施发挥着十分重要的作用,其不仅能有效提高森林病虫害防治效果,还能有效减少病虫害的抗药性,不会对人畜和森林生态环境造成不利影响。基于此,本文主要分析森林病虫害生物防治工作现状及建议,以期为森林资源持续健康发展奠定坚实基础。 ",2020/10/10,乡村科技,cnki80611,病虫害|1.0
疯狂的海啸,"＜正＞海啸是一种具有强大破坏力的海浪。这种海浪的力量是巨大的,就像呼啸而来的巨大的手掌,可以轻易地将一切毁灭。海底地震、火山爆发等地壳活动都有可能引发海啸。海底地震发生时,海底地层会发生断裂,造成部分地层猛然上升或者下沉,由此使得海底发生剧烈的""抖动"",掀起巨浪。 ",2021/11/1,小学生学习指导,cnki80613,"地震,巨浪,海啸|0.4,0.2,0.4"
连平县红火蚁疫情的监测及防控效果,"介绍了红火蚁在广东省连平县的发生概况、当地开展的疫情普查和防控工作,以及防控工作取得的成效。从2006年9月至2009年3月,经对红火蚁发生区多次、多点监测,以及多次对发生核心区周围3 km范围的多点监测结果显示,均未发现红火蚁踪迹,达到了扑灭疫情的目标。 ",2012/6/20,中国植保导刊,cnki80617,红火蚁|1.0
后疫情时代地震科普场馆活动的实践与思考——以广东省地震科普教育馆为例,"＜正＞引言新冠肺炎疫情是新中国成立以来发生的传播速度最快、感染范围最广、防控难度最大的重大突发公共卫生事件。受新冠肺炎疫情影响,许多科技展览馆的科普宣教工作发生了一定程度的改变。为配合全国疫情防控工作,避免公众因人员聚集引发病毒交叉感染,广东省地震科普教育馆（以下简称科普馆）的线下宣教工作也转为了线上科普,并取得了较好的科普宣传效果。 ",2021/1/25,城市与减灾,cnki87021,地震|1.0
“珊珊”不来迟,"＜正＞在广阔的海洋中,珊瑚礁只占据了不到0.2%的面积。不过不要小瞧了这0.2%的面积,它养育了四分之一的海洋生物种类,也被称为海洋的""热带雨林""。多年来,珊瑚礁的退化成为海洋面临的重大问题,但你听说过""移植珊瑚""吗?或许它能缓解海洋的这一重疾。澳大利亚大堡礁是世界七大自然遗产之一,但近年来白化严重,科学界一直希望拯救这片美丽珊瑚。澳大利亚南十字大学的科学家发 ",2019/2/5,当代学生,cnki87024,珊瑚礁|1.0
乌云和白云,"＜正＞一天早晨,一朵白云和一朵乌云在闲谈。白云说:""喂,你真难看,黑不溜秋的。""乌云说:""你倒真白,但用处没有我大,过一会儿你就知道为什么我会这么说了。""中午,一阵风吹过,白云被风吹得很远很远……暴风雨来临了,乌云身体中的水蒸气越聚越多,最终变 ",2010/9/20,第二课堂(小学),cnki87026,暴风雨|1.0
三江平原浓江、别拉洪河地区湿地退缩过程及其成因,"20世纪50年代以来,三江平原北部的浓江、别拉洪河地区进行了大面积的开荒,使湿地面积迅速减少,同时耕地面积迅速扩大,湿地环境遭到严重干扰和破坏。本文应用景观生态学的方法,在遥感和地理信息系统的支持下,通过分析1954、1967、1976、1986以及2000年的土地利用数据,揭示研究区50年来的土地开发和湿地退缩过程。着重进行1954年与2000年、1976年与1986年景观的对比研究。并在此基础上进行了湿地面积退缩的原因分析,指出1954年以来人类开发活动是该地区湿地面积退缩的主要原因。 ",2005/8/25,地理研究,cnki87027,"湿地面积,湿地退缩|0.75,0.25"
山火引起架空输电线路相间跳闸事故,"＜正＞金华的山地海拔在500~1000 m,植被以松树、杂木为主。2011年3月31日发生了一起因山火引起的架空输电线路相间跳闸故障。1故障情况3月31日14:16,220 kV石平2Q10线跳闸,A、B相相间故障,双高频保护动作。线路跳闸10min后,运行人员赶到现场,发现石平线54号塔所在的山上有山火在燃烧,浓烟滚滚。16:50,线路附近的明火基本被扑灭。经现场检查,石平线 ",2013/2/5,电世界,cnki87028,山火|1.0
